Año,Trimestre,Provincia,HASTA 512 kbps,+ 512 Kbps - 1 Mbps,+ 1 Mbps - 6 Mbps,+ 6 Mbps - 10 Mbps,+ 10 Mbps - 20 Mbps,+ 20 Mbps - 30 Mbps,+ 30 Mbps,OTROS,Total,Fecha
2016,1,Formosa,1.738,5.731,14163,3.229,2.906,544.0,5,0.0,28316,2016-03-01
2016,1,Jujuy,2.543,8.558,22383,5.188,1.623,0.0,0,0.0,40295,2016-03-01
2016,1,La Pampa,426.0,11.065,52117,15.0,78.0,71.0,11,0.0,63783,2016-03-01
2016,1,La Rioja,10.0,3.382,9060,2.98,1.254,2.0,3,0.0,16691,2016-03-01
2016,1,Mendoza,235.0,21.0,175376,47.0,43.0,5.0,17,0.0,175744,2016-03-01
2016,1,Misiones,959.0,8.502,50061,19.195,13.363,779.0,68,0.0,92927,2016-03-01
2016,1,Neuquén,1.72,1.737,86310,479.0,7.893,143.0,171,0.0,98453,2016-03-01
2016,1,Río Negro,1.171,6.105,90038,203.0,4.246,77.0,81,0.0,101921,2016-03-01
2016,1,Salta,1.119,10.765,65646,17.748,6.643,119.0,31,0.0,102071,2016-03-01
2016,1,San Juan,9.0,309.0,56447,0.0,0.0,0.0,2,0.0,56767,2016-03-01
2016,1,San Luis,8.0,4.0,13645,0.0,0.0,1.0,2,0.0,13660,2016-03-01
2016,1,Santa Cruz,168.0,29.0,32188,8.0,0.0,0.0,0,0.0,32393,2016-03-01
2016,1,Santa Fe,6.492,71.565,353525,64.117,51.293,3.754,1063,0.0,551809,2016-03-01
2016,1,Santiago Del Estero,703.0,7.219,22805,5.769,1.898,0.0,0,0.0,38394,2016-03-01
2016,1,Tierra Del Fuego,16.0,285.0,33003,0.0,0.0,0.0,0,0.0,33304,2016-03-01
2016,1,Tucumán,106.0,20.092,84008,31.49,10.046,871.0,0,0.0,146613,2016-03-01
2015,4,Buenos Aires,7.985,100.303,2253197,274.56,240.188,3.835,8180,0.0,2888246,2015-12-01
2015,4,Capital Federal,2.417,46.568,916813,172.029,198.635,3.087,10899,0.0,1350450,2015-12-01
2015,4,Catamarca,15.0,6.513,14484,4.106,1.313,39.0,1,0.0,26471,2015-12-01
2015,4,Chaco,194.0,9.593,46771,18.608,10.092,1.136,159,0.0,86553,2015-12-01
2015,4,Chubut,625.0,5.774,71881,168.0,0.0,0.0,0,0.0,78448,2015-12-01
2015,4,Córdoba,148.0,63.746,427471,62.989,67.151,3.336,1088,0.0,625929,2015-12-01
2015,4,Corrientes,29.0,11.248,48104,17.877,7.569,456.0,150,0.0,85433,2015-12-01
2015,4,Entre Ríos,2.865,18.883,104224,33.989,13.668,399.0,163,0.0,174191,2015-12-01
2015,4,Formosa,1.791,6.081,14279,2.704,2.713,519.0,4,0.0,28091,2015-12-01
2015,4,Jujuy,2.551,8.876,21867,5.044,1.587,0.0,0,0.0,39925,2015-12-01
2015,4,La Pampa,592.0,12.951,48798,16.0,63.0,49.0,10,0.0,62479,2015-12-01
2015,4,La Rioja,10.0,3.638,9127,2.937,1.215,2.0,3,0.0,16932,2015-12-01
2015,4,Mendoza,241.0,23.0,174719,38.0,41.0,5.0,13,0.0,175080,2015-12-01
2015,4,Misiones,959.0,9.169,51029,17.281,13.69,675.0,52,0.0,92855,2015-12-01
2015,4,Neuquén,1.727,2.061,89678,455.0,7.934,9.0,175,0.0,102039,2015-12-01
2015,4,Río Negro,3.282,4.473,89062,201.0,4.024,5.0,75,0.0,101122,2015-12-01
2015,4,Salta,1.122,11.387,65677,17.139,6.507,99.0,5,0.0,101936,2015-12-01
2015,4,San Juan,9.0,386.0,55761,0.0,0.0,0.0,2,0.0,56158,2015-12-01
2015,4,San Luis,8.0,4.0,13473,0.0,0.0,1.0,2,0.0,13488,2015-12-01
2015,4,Santa Cruz,188.0,26.0,32338,3.0,0.0,0.0,0,0.0,32555,2015-12-01
2015,4,Santa Fe,6.659,75.77,361264,60.985,51.258,3.079,1189,0.0,560204,2015-12-01
2015,4,Santiago Del Estero,703.0,7.836,23074,5.669,1.856,0.0,0,0.0,39138,2015-12-01
2015,4,Tierra Del Fuego,16.0,285.0,32662,0.0,0.0,0.0,0,0.0,32963,2015-12-01
2015,4,Tucumán,107.0,21.8,83887,29.942,9.507,837.0,0,0.0,146080,2015-12-01
2015,3,Buenos Aires,8.361,107.351,2266948,262.564,200.491,2.642,7720,0.0,2856078,2015-09-01
2015,3,Capital Federal,2.448,49.34,942525,159.618,175.594,2.028,10022,0.0,1341574,2015-09-01
2015,3,Catamarca,15.0,6.871,14206,4.143,812.0,43.0,1,0.0,26091,2015-09-01
2015,3,Chaco,240.0,10.353,47131,19.016,7.498,979.0,157,0.0,85374,2015-09-01
2015,3,Chubut,641.0,5.886,71668,167.0,0.0,0.0,0,0.0,78362,2015-09-01
2015,3,Córdoba,150.0,68.765,429787,61.109,59.372,2.582,1048,0.0,622813,2015-09-01
2015,3,Corrientes,33.0,11.921,48127,18.168,6.111,453.0,146,0.0,84959,2015-09-01
2015,3,Entre Ríos,2.863,20.385,103990,34.788,9.924,384.0,153,0.0,172487,2015-09-01
2015,3,Formosa,1.862,6.521,14354,2.791,1.842,379.0,2,0.0,27751,2015-09-01
2015,3,Jujuy,2.549,9.278,21588,5.169,966.0,0.0,0,0.0,39550,2015-09-01
2015,3,La Pampa,613.0,13.087,47660,9.0,55.0,39.0,10,0.0,61473,2015-09-01
2015,3,La Rioja,10.0,3.84,9102,2.984,832.0,0.0,3,0.0,16771,2015-09-01
2015,3,Mendoza,256.0,25.0,173430,45.0,18.0,5.0,13,0.0,173792,2015-09-01
2015,3,Misiones,958.0,9.809,51234,17.367,11.654,559.0,43,0.0,91624,2015-09-01
2015,3,Neuquén,1.733,2.124,85044,210.0,6.599,2.0,155,0.0,95867,2015-09-01
2015,3,Río Negro,3.372,4.457,88691,99.0,3.826,1.0,62,0.0,100508,2015-09-01
2015,3,Salta,1.126,12.223,65405,17.451,4.318,61.0,5,0.0,100589,2015-09-01
2015,3,San Juan,9.0,391.0,54963,0.0,0.0,0.0,2,0.0,55365,2015-09-01
2015,3,San Luis,9.0,4.0,13286,0.0,0.0,1.0,2,0.0,13302,2015-09-01
2015,3,Santa Cruz,190.0,25.0,32266,2.0,0.0,0.0,0,0.0,32483,2015-09-01
2015,3,Santa Fe,6.767,80.817,363177,59.531,42.021,2.32,1133,0.0,555766,2015-09-01
2015,3,Santiago Del Estero,703.0,8.332,23158,5.956,1.249,0.0,0,0.0,39398,2015-09-01
2015,3,Tierra Del Fuego,15.0,285.0,36408,2.0,0.0,0.0,0,0.0,36710,2015-09-01
2015,3,Tucumán,107.0,23.687,83654,29.998,6.232,623.0,0,0.0,144301,2015-09-01
2015,2,Buenos Aires,8.714,137.189,2299705,243.503,159.922,2.01,6712,0.0,2857754,2015-06-01
2015,2,Capital Federal,2.493,51.799,990112,148.569,142.976,1.482,9258,0.0,1346690,2015-06-01
2015,2,Catamarca,15.0,7.253,14003,3.776,593.0,37.0,1,0.0,25678,2015-06-01
2015,2,Chaco,288.0,11.058,47551,17.675,6.337,788.0,149,0.0,83846,2015-06-01
2015,2,Chubut,656.0,6.032,55791,168.0,0.0,0.0,0,0.0,62647,2015-06-01
2015,2,Córdoba,156.0,72.695,434717,54.993,46.415,1.956,903,0.0,611835,2015-06-01
2015,2,Corrientes,34.0,12.542,48015,17.184,5.039,379.0,126,0.0,83319,2015-06-01
2015,2,Entre Ríos,2.864,21.986,104043,32.293,7.867,354.0,136,0.0,169543,2015-06-01
2015,2,Formosa,1.881,6.907,14247,2.436,1.324,257.0,1,0.0,27053,2015-06-01
2015,2,Jujuy,2.479,9.474,20248,4.792,730.0,0.0,0,0.0,37723,2015-06-01
2015,2,La Pampa,5.737,8.182,46235,27.0,24.0,25.0,10,0.0,60240,2015-06-01
2015,2,La Rioja,10.0,4.082,9093,2.68,641.0,0.0,3,0.0,16509,2015-06-01
2015,2,Mendoza,268.0,26.0,170451,42.0,16.0,5.0,13,0.0,170821,2015-06-01
2015,2,Misiones,958.0,10.36,51671,15.022,10.072,408.0,33,0.0,88524,2015-06-01
2015,2,Neuquén,1.755,2.348,82727,214.0,5.168,2.0,110,0.0,92324,2015-06-01
2015,2,Río Negro,3.413,4.525,87362,97.0,3.24,1.0,51,0.0,98689,2015-06-01
2015,2,Salta,1.123,13.02,64737,16.241,3.114,29.0,5,0.0,98269,2015-06-01
2015,2,San Juan,8.0,410.0,51568,0.0,0.0,0.0,2,0.0,51988,2015-06-01
2015,2,San Luis,9.0,4.0,13204,0.0,0.0,1.0,2,0.0,13220,2015-06-01
2015,2,Santa Cruz,210.0,25.0,25519,2.0,0.0,0.0,0,0.0,25756,2015-06-01
2015,2,Santa Fe,6.827,86.016,364441,53.205,33.894,1.856,1014,0.0,547253,2015-06-01
2015,2,Santiago Del Estero,703.0,8.779,23456,5.553,888.0,0.0,0,0.0,39379,2015-06-01
2015,2,Tierra Del Fuego,15.0,285.0,36073,2.0,0.0,0.0,0,0.0,36375,2015-06-01
2015,2,Tucumán,107.0,25.178,83462,26.966,4.502,455.0,0,0.0,140670,2015-06-01
2015,1,Buenos Aires,8.882,123.589,2267852,220.07,126.958,1.561,5700,0.0,2754612,2015-03-01
2015,1,Capital Federal,2.545,59.084,1013510,134.151,114.569,1.195,8401,0.0,1333455,2015-03-01
2015,1,Catamarca,13.0,7.634,13754,3.202,517.0,9.0,1,0.0,25130,2015-03-01
2015,1,Chaco,26.0,12.053,47425,15.883,5.346,489.0,135,0.0,81357,2015-03-01
2015,1,Chubut,651.0,6.176,57333,102.0,0.0,0.0,0,0.0,64262,2015-03-01
2015,1,Córdoba,157.0,78.427,432802,46.574,37.443,1.615,815,0.0,597833,2015-03-01
2015,1,Corrientes,36.0,13.295,47842,15.554,4.424,235.0,98,0.0,81484,2015-03-01
2015,1,Entre Ríos,2.867,23.951,104168,28.113,6.926,274.0,119,0.0,166418,2015-03-01
2015,1,Formosa,1.891,7.336,14413,2.024,878.0,157.0,1,0.0,26700,2015-03-01
2015,1,Jujuy,2.458,9.754,19858,3.939,603.0,0.0,0,0.0,36612,2015-03-01
2015,1,La Pampa,6.059,8.054,45038,26.0,10.0,13.0,10,0.0,59210,2015-03-01
2015,1,La Rioja,11.0,4.201,9379,2.207,533.0,0.0,3,0.0,16334,2015-03-01
2015,1,Mendoza,287.0,24.0,169763,38.0,16.0,6.0,11,0.0,170145,2015-03-01
2015,1,Misiones,958.0,11.136,51906,12.387,8.543,194.0,26,0.0,85150,2015-03-01
2015,1,Neuquén,1.895,2.577,80787,170.0,4.067,2.0,76,0.0,89574,2015-03-01
2015,1,Río Negro,3.371,4.913,86173,94.0,2.632,2.0,42,0.0,97227,2015-03-01
2015,1,Salta,1.123,14.151,64992,13.955,2.569,15.0,5,0.0,96810,2015-03-01
2015,1,San Juan,8.0,445.0,51346,0.0,0.0,0.0,2,0.0,51801,2015-03-01
2015,1,San Luis,10.0,8.0,12720,0.0,1.0,0.0,2,0.0,12741,2015-03-01
2015,1,Santa Cruz,205.0,27.0,26048,2.0,0.0,0.0,0,0.0,26282,2015-03-01
2015,1,Santa Fe,6.883,93.096,360964,45.27,27.597,1.542,900,0.0,536252,2015-03-01
2015,1,Santiago Del Estero,701.0,9.236,23136,4.796,748.0,0.0,0,0.0,38617,2015-03-01
2015,1,Tierra Del Fuego,14.0,609.0,36319,2.0,0.0,0.0,0,0.0,36944,2015-03-01
2015,1,Tucumán,107.0,27.143,83895,23.061,3.722,334.0,0,0.0,138262,2015-03-01
2014,4,Buenos Aires,8.226,132.937,2250445,203.62,104.322,997.0,5406,0.0,2705954,2014-12-01
2014,4,Capital Federal,2.698,62.896,1038269,123.451,95.772,890.0,7997,0.0,1331972,2014-12-01
2014,4,Catamarca,21.0,8.047,14093,2.91,421.0,0.0,1,0.0,25493,2014-12-01
2014,4,Chaco,483.0,12.837,42106,7.908,2.6,124.0,2,0.0,66060,2014-12-01
2014,4,Chubut,1.858,6.218,60392,70.0,0.0,0.0,0,0.0,68538,2014-12-01
2014,4,Córdoba,1.903,85.362,427844,41.947,30.858,1.177,782,0.0,589873,2014-12-01
2014,4,Corrientes,40.0,13.86,42182,7.513,2.106,0.0,9,0.0,65710,2014-12-01
2014,4,Entre Ríos,2.311,27.801,88649,18.318,3.584,1.0,66,0.0,140730,2014-12-01
2014,4,Formosa,1.947,7.83,14058,1.852,473.0,47.0,1,0.0,26208,2014-12-01
2014,4,Jujuy,1.88,10.427,19740,3.443,465.0,0.0,0,0.0,35955,2014-12-01
2014,4,La Pampa,6.266,6.879,36520,26.0,5.0,4.0,10,0.0,49710,2014-12-01
2014,4,La Rioja,9.0,4.333,9728,1.943,386.0,0.0,3,0.0,16402,2014-12-01
2014,4,Mendoza,303.0,19.0,169222,36.0,14.0,5.0,12,0.0,169611,2014-12-01
2014,4,Misiones,547.0,11.84,53093,8.731,2.952,54.0,12,0.0,77229,2014-12-01
2014,4,Neuquén,1.731,2.744,80938,126.0,3.621,2.0,66,0.0,89228,2014-12-01
2014,4,Río Negro,3.64,4.723,85094,94.0,2.319,4.0,30,0.0,95904,2014-12-01
2014,4,Salta,54.0,16.214,63221,12.552,1.922,0.0,4,0.0,93967,2014-12-01
2014,4,San Juan,11.0,478.0,51628,0.0,0.0,0.0,2,0.0,52119,2014-12-01
2014,4,San Luis,9.0,0.0,13135,0.0,0.0,1.0,2,0.0,13147,2014-12-01
2014,4,Santa Cruz,156.0,1.4,24145,1.0,1.0,0.0,0,0.0,25703,2014-12-01
2014,4,Santa Fe,8.707,99.962,359293,36.718,21.098,869.0,824,0.0,527471,2014-12-01
2014,4,Santiago Del Estero,1.246,8.913,24181,4.359,602.0,0.0,0,0.0,39301,2014-12-01
2014,4,Tierra Del Fuego,12.0,283.0,31489,2.0,0.0,0.0,0,0.0,31786,2014-12-01
2014,4,Tucumán,17.0,28.746,85091,20.631,2.733,196.0,0,0.0,137414,2014-12-01
2014,3,Buenos Aires,7.355,128.187,2281524,156.693,68.947,243.0,4232,0.0,2647181,2014-09-01
2014,3,Capital Federal,840.0,78.016,1060145,102.17,70.907,95.0,6626,0.0,1318799,2014-09-01
2014,3,Catamarca,19.0,8.845,13790,1.915,111.0,0.0,0,0.0,24680,2014-09-01
2014,3,Chaco,398.0,14.731,41934,5.428,1.274,5.0,0,0.0,63770,2014-09-01
2014,3,Chubut,2.013,6.281,60771,34.0,0.0,0.0,0,0.0,69099,2014-09-01
2014,3,Córdoba,660.0,98.992,435692,28.992,18.888,84.0,664,0.0,583972,2014-09-01
2014,3,Corrientes,21.0,15.448,41717,5.181,1.172,0.0,0,0.0,63539,2014-09-01
2014,3,Entre Ríos,1.709,29.71,91450,12.569,1.31,0.0,48,0.0,136796,2014-09-01
2014,3,Formosa,2.001,8.323,14202,1.324,85.0,0.0,0,0.0,25935,2014-09-01
2014,3,Jujuy,127.0,10.979,20216,2.305,82.0,0.0,0,0.0,33709,2014-09-01
2014,3,La Pampa,6.458,6.645,41009,24.0,5.0,4.0,10,0.0,54155,2014-09-01
2014,3,La Rioja,10.0,4.785,9720,1.337,61.0,0.0,0,0.0,15913,2014-09-01
2014,3,Mendoza,35.0,0.0,167763,31.0,12.0,13.0,1,0.0,167855,2014-09-01
2014,3,Misiones,640.0,13.637,53510,5.928,1.606,0.0,1,0.0,75322,2014-09-01
2014,3,Neuquén,1.522,3.099,80090,107.0,2.865,10.0,27,0.0,87720,2014-09-01
2014,3,Río Negro,3.64,5.189,86868,87.0,1.944,8.0,9,0.0,97745,2014-09-01
2014,3,Salta,732.0,17.481,66026,8.314,388.0,0.0,0,0.0,92941,2014-09-01
2014,3,San Juan,8.0,487.0,51276,0.0,0.0,0.0,0,0.0,51771,2014-09-01
2014,3,San Luis,8.0,0.0,13029,0.0,0.0,3.0,0,0.0,13040,2014-09-01
2014,3,Santa Cruz,195.0,1.624,24248,1.0,1.0,0.0,0,0.0,26069,2014-09-01
2014,3,Santa Fe,8.23,112.593,357615,23.962,12.124,38.0,806,0.0,515368,2014-09-01
2014,3,Santiago Del Estero,791.0,9.914,23826,2.867,142.0,0.0,0,0.0,37540,2014-09-01
2014,3,Tierra Del Fuego,12.0,336.0,32348,2.0,0.0,0.0,0,0.0,32698,2014-09-01
2014,3,Tucumán,6.0,32.716,84668,14.101,559.0,4.0,0,0.0,132054,2014-09-01
2014,2,Buenos Aires,6.902,162.274,2288772,140.226,56.549,284.0,4309,0.0,2659316,2014-06-01
2014,2,Capital Federal,847.0,81.431,1078213,87.359,56.004,59.0,6427,0.0,1310340,2014-06-01
2014,2,Catamarca,19.0,8.844,13794,1.915,111.0,0.0,0,0.0,24683,2014-06-01
2014,2,Chaco,412.0,14.854,41530,5.418,1.085,5.0,0,0.0,63304,2014-06-01
2014,2,Chubut,2.064,6.582,61868,0.0,0.0,0.0,0,0.0,70514,2014-06-01
2014,2,Córdoba,2.105,101.598,429536,28.698,14.824,76.0,627,0.0,577464,2014-06-01
2014,2,Corrientes,20.0,15.563,41219,5.199,956.0,0.0,0,0.0,62957,2014-06-01
2014,2,Entre Ríos,2.187,32.781,86757,12.564,1.162,0.0,44,0.0,135495,2014-06-01
2014,2,Formosa,2.032,8.218,13944,1.321,85.0,0.0,0,0.0,25600,2014-06-01
2014,2,Jujuy,1.873,11.233,18851,2.305,82.0,0.0,0,0.0,34344,2014-06-01
2014,2,La Pampa,7.032,6.761,34089,18.0,5.0,4.0,10,0.0,47919,2014-06-01
2014,2,La Rioja,10.0,4.785,9719,1.337,61.0,0.0,0,0.0,15912,2014-06-01
2014,2,Mendoza,35.0,6.0,166710,31.0,10.0,5.0,10,0.0,166807,2014-06-01
2014,2,Misiones,540.0,13.644,53245,5.924,1.334,2.0,0,0.0,74689,2014-06-01
2014,2,Neuquén,1.531,3.206,79087,92.0,2.289,2.0,30,0.0,86237,2014-06-01
2014,2,Río Negro,3.468,5.507,84978,78.0,1.569,2.0,8,0.0,95610,2014-06-01
2014,2,Salta,53.0,18.818,64440,8.293,388.0,0.0,0,0.0,91992,2014-06-01
2014,2,San Juan,10.0,507.0,51129,0.0,0.0,0.0,0,0.0,51646,2014-06-01
2014,2,San Luis,7.0,0.0,13045,0.0,0.0,1.0,2,0.0,13055,2014-06-01
2014,2,Santa Cruz,153.0,1.637,25374,2.0,0.0,0.0,0,0.0,27166,2014-06-01
2014,2,Santa Fe,8.515,115.197,353559,23.939,10.058,34.0,792,0.0,512094,2014-06-01
2014,2,Santiago Del Estero,1.231,9.914,23842,2.867,142.0,0.0,0,0.0,37996,2014-06-01
2014,2,Tierra Del Fuego,12.0,334.0,31198,2.0,0.0,0.0,0,0.0,31546,2014-06-01
2014,2,Tucumán,6.0,32.714,84675,14.101,559.0,4.0,0,0.0,132059,2014-06-01
2014,1,Buenos Aires,8.469,171.244,2279875,121.787,38.923,206.0,4037,0.0,2624542,2014-03-01
2014,1,Capital Federal,852.0,88.826,1096050,70.293,38.798,55.0,6208,0.0,1301081,2014-03-01
2014,1,Catamarca,19.0,9.147,13330,1.672,64.0,0.0,0,0.0,24232,2014-03-01
2014,1,Chaco,438.0,15.849,40869,4.644,741.0,5.0,0,0.0,62546,2014-03-01
2014,1,Chubut,7.452,10.0,61329,0.0,0.0,0.0,0,0.0,68791,2014-03-01
2014,1,Córdoba,2.076,107.705,423114,24.112,9.818,40.0,588,0.0,567453,2014-03-01
2014,1,Corrientes,20.0,16.357,40742,4.486,630.0,0.0,0,0.0,62235,2014-03-01
2014,1,Entre Ríos,2.177,35.206,85248,10.828,746.0,0.0,43,0.0,134248,2014-03-01
2014,1,Formosa,2.062,8.475,13685,1.133,67.0,0.0,0,0.0,25422,2014-03-01
2014,1,Jujuy,1.832,11.498,18415,2.002,56.0,0.0,0,0.0,33803,2014-03-01
2014,1,La Pampa,7.434,6.535,32501,17.0,5.0,4.0,10,0.0,46506,2014-03-01
2014,1,La Rioja,10.0,5.111,9390,1.165,35.0,0.0,0,0.0,15711,2014-03-01
2014,1,Mendoza,35.0,6.0,166655,19.0,10.0,6.0,9,0.0,166740,2014-03-01
2014,1,Misiones,545.0,14.46,52852,5.139,958.0,0.0,0,0.0,73954,2014-03-01
2014,1,Neuquén,4.133,987.0,77148,84.0,1.582,2.0,22,0.0,83958,2014-03-01
2014,1,Río Negro,4.67,4.618,84304,73.0,1.062,1.0,8,0.0,94736,2014-03-01
2014,1,Salta,53.0,19.677,64061,7.192,314.0,0.0,0,0.0,91297,2014-03-01
2014,1,San Juan,531.0,2.0,51056,0.0,0.0,0.0,0,0.0,51589,2014-03-01
2014,1,San Luis,7.0,3.0,12544,0.0,1.0,0.0,2,0.0,12557,2014-03-01
2014,1,Santa Cruz,161.0,1.625,24972,1.0,1.0,0.0,0,0.0,26760,2014-03-01
2014,1,Santa Fe,8.456,124.468,345225,20.328,6.845,23.0,668,0.0,506013,2014-03-01
2014,1,Santiago Del Estero,1.234,10.531,22817,2.422,109.0,0.0,0,0.0,37113,2014-03-01
2014,1,Tierra Del Fuego,12.0,607.0,30902,6.0,0.0,0.0,0,0.0,31527,2014-03-01
2014,1,Tucumán,6.0,34.672,83210,11.779,362.0,3.0,0,0.0,130032,2014-03-01
