Año,Trimestre,Provincia,ADSL,Cablemodem,Fibra óptica,Wireless,Otros,Total,Fecha
2022,1,Buenos Aires,392045,20702080806050.0,10204020102010.0,125521,66.872,4555424,2022-03-01
2022,1,Capital Federal,102290,10201070202050.0,6020300080.0,5784,29.934,1417541,2022-03-01
2022,1,Catamarca,14181,1050501070.0,2090101080.0,1328,2.234,62378,2022-03-01
2022,1,Chaco,32391,6040504060.0,3060606020.0,8164,2.356,144119,2022-03-01
2022,1,Chubut,44133,6060606070.0,90108040.0,30592,21.052,171628,2022-03-01
2022,1,Córdoba,195610,5010709090.0,203050803080.0,60843,9.713,1003803,2022-03-01
2022,1,Corrientes,40462,70909030.0,1000807050.0,6774,5.374,142578,2022-03-01
2022,1,Entre Ríos,67159,103080908060.0,2030009010.0,26098,12.592,267926,2022-03-01
2022,1,Formosa,16397,1050902070.0,50104060.0,16876,202.0,54548,2022-03-01
2022,1,Jujuy,21307,60601060.0,2050904090.0,4662,3.975,116509,2022-03-01
2022,1,La Pampa,8003,5080907080.0,2010703090.0,19903,1.109,109732,2022-03-01
2022,1,La Rioja,9103,5090202080.0,90504060.0,6395,31.0,84303,2022-03-01
2022,1,Mendoza,49464,7040104050.0,102030202080.0,26969,1.379,275185,2022-03-01
2022,1,Misiones,39147,9010705020.0,2050107080.0,7807,7.624,171508,2022-03-01
2022,1,Neuquén,28443,703020.0,2040109030.0,23098,745.0,149679,2022-03-01
2022,1,Río Negro,38662,4050306060.0,3080003070.0,16815,18.494,157374,2022-03-01
2022,1,Salta,44714,9080606070.0,4000909040.0,5950,7.19,197515,2022-03-01
2022,1,San Juan,34038,1040404090.0,1010209040.0,20723,7.674,88178,2022-03-01
2022,1,San Luis,7987,1010209060.0,3010.0,71809,28.721,119844,2022-03-01
2022,1,Santa Cruz,10537,20304020.0,1000706060.0,3974,405.0,49102,2022-03-01
2022,1,Santa Fe,213486,4040406090.0,104060505020.0,45261,20.571,870479,2022-03-01
2022,1,Santiago Del Estero,18118,8070907090.0,10009030.0,6349,2.922,116461,2022-03-01
2022,1,Tierra Del Fuego,13031,308070.0,401060.0,124,340.0,52611,2022-03-01
2022,1,Tucumán,92532,6020309060.0,8060107040.0,3995,487.0,245584,2022-03-01
2021,4,Buenos Aires,426325,2070605060.0,10107060002040.0,126887,73.415,4509157,2021-12-01
2021,4,Capital Federal,111360,102050102080.0,6000000050.0,5679,29.947,1412119,2021-12-01
2021,4,Catamarca,16385,1030805080.0,2050100000.0,1512,2.235,59090,2021-12-01
2021,4,Chaco,35548,6030104050.0,3040608080.0,8005,2.359,143745,2021-12-01
2021,4,Chubut,46361,5070401020.0,90605050.0,28041,18.839,160308,2021-12-01
2021,4,Córdoba,212011,408070408090.0,201070201040.0,61277,8.779,986770,2021-12-01
2021,4,Corrientes,42523,7010108030.0,1000103080.0,6778,5.29,135912,2021-12-01
2021,4,Entre Ríos,70459,103030308070.0,2030405020.0,25022,12.726,265046,2021-12-01
2021,4,Formosa,17211,1050101010.0,50105010.0,16018,172.0,53663,2021-12-01
2021,4,Jujuy,22330,60501010.0,2040105060.0,2927,3.991,113915,2021-12-01
2021,4,La Pampa,8175,5080.0,2000109020.0,19286,1.354,107007,2021-12-01
2021,4,La Rioja,10387,5060605010.0,90404060.0,6613,31.0,83128,2021-12-01
2021,4,Mendoza,59842,7010505030.0,100090606070.0,24666,1.859,267587,2021-12-01
2021,4,Misiones,41778,90206080.0,2020003050.0,7649,7.602,171132,2021-12-01
2021,4,Neuquén,29175,7020706010.0,2030205030.0,21531,746.0,147466,2021-12-01
2021,4,Río Negro,42037,4040409050.0,3020201020.0,16558,18.451,153753,2021-12-01
2021,4,Salta,46972,90908080.0,3090505050.0,5882,7.188,199405,2021-12-01
2021,4,San Juan,35868,10301020.0,1010007020.0,11423,8.493,79958,2021-12-01
2021,4,San Luis,8472,10106040.0,3000.0,70560,28.723,118849,2021-12-01
2021,4,Santa Cruz,10790,20209020.0,1000003010.0,4346,417.0,48486,2021-12-01
2021,4,Santa Fe,233427,404040307030.0,102080805060.0,43556,16.229,866441,2021-12-01
2021,4,Santiago Del Estero,19032,8060506030.0,10008080.0,6256,2.922,115861,2021-12-01
2021,4,Tierra Del Fuego,13317,3080104080.0,402060.0,124,342.0,52357,2021-12-01
2021,4,Tucumán,97830,50902020.0,7080709000.0,2511,486.0,238639,2021-12-01
2021,3,Buenos Aires,585729,20509050408050.0,808050601030.0,120228,64.554,4251609,2021-09-01
2021,3,Capital Federal,142902,101090201070.0,4020906060.0,6059,29.371,1413405,2021-09-01
2021,3,Catamarca,18413,10107090.0,2020303010.0,1568,2.233,56254,2021-09-01
2021,3,Chaco,38258,6030605090.0,2070508030.0,8018,2.353,139871,2021-09-01
2021,3,Chubut,49269,5050709040.0,80904060.0,23376,18.681,156066,2021-09-01
2021,3,Córdoba,229275,407070202030.0,106070409050.0,57617,15.178,946788,2021-09-01
2021,3,Corrientes,44805,60904030.0,70504020.0,6766,5.303,133819,2021-09-01
2021,3,Entre Ríos,74443,102080705020.0,2000408050.0,23500,13.195,260375,2021-09-01
2021,3,Formosa,18093,1040101010.0,40703000.0,15690,171.0,52795,2021-09-01
2021,3,Jujuy,23554,60705080.0,1090902060.0,2952,3.968,111158,2021-09-01
2021,3,La Pampa,9015,5070808010.0,1070801070.0,14479,1.295,100487,2021-09-01
2021,3,La Rioja,11329,5040704040.0,90404040.0,6613,30.0,82160,2021-09-01
2021,3,Mendoza,91474,7010204070.0,7000507090.0,21811,828.0,255939,2021-09-01
2021,3,Misiones,43230,8090406090.0,1000906090.0,7198,7.662,158528,2021-09-01
2021,3,Neuquén,29650,7030709040.0,1060405050.0,19270,640.0,139809,2021-09-01
2021,3,Río Negro,47934,4040501090.0,1080702050.0,15031,18.376,144585,2021-09-01
2021,3,Salta,49212,9080301080.0,3060102060.0,5724,6.453,195833,2021-09-01
2021,3,San Juan,40072,1020902020.0,60607000.0,11372,8.447,79483,2021-09-01
2021,3,San Luis,8417,1010808040.0,2070.0,68856,28.68,117864,2021-09-01
2021,3,Santa Cruz,12347,2020906010.0,60302080.0,4269,3.071,48976,2021-09-01
2021,3,Santa Fe,245929,404030105060.0,9030401020.0,43447,15.64,841584,2021-09-01
2021,3,Santiago Del Estero,19939,8050503050.0,900090.0,6147,2.928,115458,2021-09-01
2021,3,Tierra Del Fuego,12853,3060905080.0,60.0,16,390.0,50223,2021-09-01
2021,3,Tucumán,104489,5030806080.0,7000906040.0,2408,743.0,232472,2021-09-01
2021,2,Buenos Aires,603255,2050308030.0,805040107030.0,113546,57.547,4132351,2021-06-01
2021,2,Capital Federal,148989,101070509070.0,4010301080.0,5580,29.371,1400355,2021-06-01
2021,2,Catamarca,20305,90402060.0,2020303010.0,1449,2.233,55744,2021-06-01
2021,2,Chaco,39826,6020904080.0,2070508040.0,8018,2.353,140729,2021-06-01
2021,2,Chubut,49271,4010409070.0,60008010.0,23682,18.706,139237,2021-06-01
2021,2,Córdoba,239780,406070708020.0,105010805050.0,55944,15.519,930880,2021-06-01
2021,2,Corrientes,46648,6070206020.0,30703010.0,6557,5.303,129501,2021-06-01
2021,2,Entre Ríos,77836,102040905070.0,1070805060.0,23786,13.197,257632,2021-06-01
2021,2,Formosa,19571,10205090.0,30601000.0,15690,171.0,51551,2021-06-01
2021,2,Jujuy,24738,6080.0,1090601010.0,2731,3.968,111848,2021-06-01
2021,2,La Pampa,9017,50701040.0,1070103020.0,13209,1.295,97667,2021-06-01
2021,2,La Rioja,11627,5040205050.0,90404050.0,6245,30.0,81602,2021-06-01
2021,2,Mendoza,91503,70803040.0,4040609060.0,21811,827.0,229671,2021-06-01
2021,2,Misiones,44960,8070806010.0,1000307060.0,5317,7.662,156176,2021-06-01
2021,2,Neuquén,30083,70206090.0,1050601090.0,19218,640.0,138250,2021-06-01
2021,2,Río Negro,48189,4030706010.0,1080702070.0,15031,18.376,144084,2021-06-01
2021,2,Salta,51396,90601060.0,3020005000.0,5724,6.453,191639,2021-06-01
2021,2,San Juan,40072,1020306090.0,60607030.0,11372,8.447,78933,2021-06-01
2021,2,San Luis,8417,10103080.0,2080.0,66860,36.205,122818,2021-06-01
2021,2,Santa Cruz,12347,2020906070.0,60302080.0,4269,3.071,48982,2021-06-01
2021,2,Santa Fe,256741,403010901050.0,9000402040.0,43997,17.523,840600,2021-06-01
2021,2,Santiago Del Estero,20734,80307070.0,900090.0,5081,3.596,114090,2021-06-01
2021,2,Tierra Del Fuego,12853,20205040.0,60.0,14,316.0,35693,2021-06-01
2021,2,Tucumán,110429,4080305090.0,7010608030.0,1837,743.0,233051,2021-06-01
2021,1,Buenos Aires,629679,204050205060.0,802010509070.0,98806,57.864,4060002,2021-03-01
2021,1,Capital Federal,159805,101040509030.0,3090908000.0,5559,29.236,1379673,2021-03-01
2021,1,Catamarca,26316,404090.0,1080608080.0,322,2.233,51968,2021-03-01
2021,1,Chaco,43214,6010205010.0,2050402060.0,8004,1.875,139770,2021-03-01
2021,1,Chubut,45501,409060.0,30404040.0,23723,18.712,132340,2021-03-01
2021,1,Córdoba,260350,404040609050.0,103040603040.0,54137,17.065,910881,2021-03-01
2021,1,Corrientes,49160,6020807060.0,30303070.0,5949,5.303,126625,2021-03-01
2021,1,Entre Ríos,83688,101080402040.0,1060804060.0,20836,12.169,251963,2021-03-01
2021,1,Formosa,20663,1010401020.0,20506020.0,15669,380.0,50686,2021-03-01
2021,1,Jujuy,32254,5040302040.0,1070302020.0,2677,3.879,110456,2021-03-01
2021,1,La Pampa,8946,5080701010.0,1050707090.0,12369,1.3,97105,2021-03-01
2021,1,La Rioja,17363,3040908040.0,10.0,250,30.0,52628,2021-03-01
2021,1,Mendoza,91844,6090209050.0,3080601090.0,18332,833.0,218923,2021-03-01
2021,1,Misiones,48292,8020303090.0,70006040.0,4796,6.896,149387,2021-03-01
2021,1,Neuquén,30223,70405070.0,1040107010.0,17752,632.0,133235,2021-03-01
2021,1,Río Negro,48777,4020109020.0,1070802080.0,13994,18.377,141168,2021-03-01
2021,1,Salta,54768,8090108070.0,3010409080.0,5669,6.452,187574,2021-03-01
2021,1,San Juan,40072,1010508090.0,60607010.0,11482,8.453,78267,2021-03-01
2021,1,San Luis,8417,10607080.0,2080.0,63826,36.205,119154,2021-03-01
2021,1,Santa Cruz,12347,20308090.0,50907050.0,4264,390.0,46065,2021-03-01
2021,1,Santa Fe,277012,4020104080.0,7000907060.0,39140,17.519,826127,2021-03-01
2021,1,Santiago Del Estero,26468,7050804090.0,507000.0,5158,3.596,111641,2021-03-01
2021,1,Tierra Del Fuego,12853,2070204070.0,60.0,0,316.0,40422,2021-03-01
2021,1,Tucumán,147199,1020108050.0,6090905040.0,1834,740.0,231912,2021-03-01
2020,4,Buenos Aires,635651,20404010204080.0,800040909010.0,93444,57.927,4033261,2020-12-01
2020,4,Capital Federal,163060,10104020502080.0,3090809000.0,4815,29.237,1379530,2020-12-01
2020,4,Catamarca,26870,50101050.0,1070805060.0,322,2.233,52396,2020-12-01
2020,4,Chaco,44332,601020.0,2030608070.0,7997,1.875,139091,2020-12-01
2020,4,Chubut,45703,3090705060.0,30004000.0,23363,18.712,130574,2020-12-01
2020,4,Córdoba,267396,403090302020.0,102050602000.0,52827,17.536,902701,2020-12-01
2020,4,Corrientes,50102,6010409050.0,30104060.0,5626,5.29,125659,2020-12-01
2020,4,Entre Ríos,85683,1010306070.0,1050605030.0,20206,12.169,247381,2020-12-01
2020,4,Formosa,21264,10708090.0,20403020.0,15341,380.0,50206,2020-12-01
2020,4,Jujuy,32850,5020801050.0,1050603090.0,1077,3.47,105851,2020-12-01
2020,4,La Pampa,9009,5080904050.0,1050403020.0,12194,1.315,96895,2020-12-01
2020,4,La Rioja,17513,3040908040.0,10.0,250,30.0,52778,2020-12-01
2020,4,Mendoza,91842,6080306040.0,3060008030.0,18331,833.0,215453,2020-12-01
2020,4,Misiones,49462,7090805050.0,60508090.0,4359,6.896,147161,2020-12-01
2020,4,Neuquén,30468,70601040.0,1030703020.0,17689,632.0,133135,2020-12-01
2020,4,Río Negro,48991,40202020.0,1070802060.0,13994,18.377,141210,2020-12-01
2020,4,Salta,56659,8070801070.0,3000600040.0,5858,6.452,187390,2020-12-01
2020,4,San Juan,40072,7040.0,60509090.0,10468,8.453,72596,2020-12-01
2020,4,San Luis,8417,1010706070.0,2070.0,63019,36.205,119435,2020-12-01
2020,4,Santa Cruz,12347,1090605070.0,10004010.0,4659,2.97,40674,2020-12-01
2020,4,Santa Fe,287271,401040704060.0,6020609020.0,38712,17.392,820813,2020-12-01
2020,4,Santiago Del Estero,26812,70502020.0,507000.0,5169,3.596,106669,2020-12-01
2020,4,Tierra Del Fuego,12853,2060403090.0,60.0,0,316.0,39614,2020-12-01
2020,4,Tucumán,149322,10101050.0,6080004030.0,1834,740.0,231089,2020-12-01
2020,3,Buenos Aires,653930,20308040505070.0,704090008070.0,94162,55.541,3937277,2020-09-01
2020,3,Capital Federal,170375,10102090507030.0,3090401070.0,3936,29.374,1372675,2020-09-01
2020,3,Catamarca,26868,306090.0,1060805070.0,261,2.228,49904,2020-09-01
2020,3,Chaco,45745,5080802050.0,2000607050.0,6706,2.003,133954,2020-09-01
2020,3,Chubut,45761,3090308060.0,20809070.0,23216,18.767,130027,2020-09-01
2020,3,Córdoba,276360,4030707010.0,100020201070.0,48368,9.756,867472,2020-09-01
2020,3,Corrientes,50858,5080608010.0,20906000.0,5513,5.379,123391,2020-09-01
2020,3,Entre Ríos,87892,10609050.0,1030905040.0,20379,12.32,241495,2020-09-01
2020,3,Formosa,21790,1030.0,20000000.0,15023,393.0,49209,2020-09-01
2020,3,Jujuy,32611,5070608020.0,1010101020.0,952,4.371,106728,2020-09-01
2020,3,La Pampa,9015,5060804050.0,1040607070.0,11893,1.305,93735,2020-09-01
2020,3,La Rioja,17346,3040908040.0,10.0,250,35.0,52616,2020-09-01
2020,3,Mendoza,91908,6040607020.0,3020801070.0,17523,868.0,207788,2020-09-01
2020,3,Misiones,50195,7070908090.0,20507020.0,3445,8.985,143186,2020-09-01
2020,3,Neuquén,30222,70404060.0,1010004030.0,16787,737.0,129235,2020-09-01
2020,3,Río Negro,49530,4010.0,1000308010.0,13187,18.368,131467,2020-09-01
2020,3,Salta,58216,8040102080.0,2050404050.0,5764,7.293,180846,2020-09-01
2020,3,San Juan,40092,90202030.0,50500090.0,14023,8.48,77327,2020-09-01
2020,3,San Luis,8401,107070.0,60.0,61828,36.253,116565,2020-09-01
2020,3,Santa Cruz,12845,10609080.0,10002070.0,6938,2.373,39281,2020-09-01
2020,3,Santa Fe,295051,40508070.0,4050702010.0,37112,19.307,802998,2020-09-01
2020,3,Santiago Del Estero,26419,707020.0,505050.0,4185,3.613,105492,2020-09-01
2020,3,Tierra Del Fuego,12854,2060409010.0,0.0,0,310.0,39655,2020-09-01
2020,3,Tucumán,149605,1010705020.0,5090904090.0,1808,762.0,223876,2020-09-01
2020,2,Buenos Aires,661272,20204040207070.0,702030007020.0,91736,57.189,3777546,2020-06-01
2020,2,Capital Federal,178896,101060103030.0,3090408020.0,3937,29.373,1357821,2020-06-01
2020,2,Catamarca,26968,30604010.0,1040807080.0,261,2.228,47976,2020-06-01
2020,2,Chaco,46816,50601070.0,1070206060.0,6452,1.581,128132,2020-06-01
2020,2,Chubut,45761,3080207090.0,10302040.0,17678,5.614,108656,2020-06-01
2020,2,Córdoba,282858,40105070.0,8050801080.0,44522,8.263,836468,2020-06-01
2020,2,Corrientes,51248,5050503060.0,30104040.0,3927,5.011,118866,2020-06-01
2020,2,Entre Ríos,89391,9090402030.0,1030905040.0,20042,11.303,234113,2020-06-01
2020,2,Formosa,21805,90305030.0,10808020.0,14723,169.0,47932,2020-06-01
2020,2,Jujuy,32705,3080903080.0,50005070.0,952,16.664,94316,2020-06-01
2020,2,La Pampa,8551,5040402020.0,1040203020.0,11314,1.29,89809,2020-06-01
2020,2,La Rioja,16885,3040908040.0,10.0,250,35.0,52155,2020-06-01
2020,2,Mendoza,91904,6020904010.0,2090601030.0,15924,802.0,201184,2020-06-01
2020,2,Misiones,50792,7040409070.0,20507090.0,3319,9.153,140340,2020-06-01
2020,2,Neuquén,30256,60709090.0,1010003070.0,15755,1.134,126172,2020-06-01
2020,2,Río Negro,49756,30906050.0,1000308020.0,11331,18.367,129486,2020-06-01
2020,2,Salta,59502,80107040.0,2040208090.0,5123,7.108,177762,2020-06-01
2020,2,San Juan,40092,80207050.0,50500090.0,7019,8.882,69777,2020-06-01
2020,2,San Luis,8401,80305070.0,60.0,60935,36.253,113952,2020-06-01
2020,2,Santa Cruz,12845,10604040.0,10002070.0,6585,2.368,38869,2020-06-01
2020,2,Santa Fe,299974,308010607090.0,4060609080.0,30487,19.094,777932,2020-06-01
2020,2,Santiago Del Estero,25917,70207040.0,305050.0,3038,4.063,105447,2020-06-01
2020,2,Tierra Del Fuego,12854,20602050.0,0.0,0,310.0,39189,2020-06-01
2020,2,Tucumán,150084,90803030.0,5050102000.0,1357,762.0,217156,2020-06-01
2020,1,Buenos Aires,673237,202010304090.0,702000608080.0,85443,18.334,3708051,2020-03-01
2020,1,Capital Federal,184494,109070603050.0,3080809080.0,3911,28.556,1353494,2020-03-01
2020,1,Catamarca,21945,30104060.0,1020005060.0,261,2.227,39635,2020-03-01
2020,1,Chaco,46356,5040104040.0,1010905080.0,6239,1.58,120277,2020-03-01
2020,1,Chubut,45763,2070208070.0,10302040.0,16885,5.479,96738,2020-03-01
2020,1,Córdoba,286168,40601090.0,6080501020.0,41617,8.693,811099,2020-03-01
2020,1,Corrientes,51126,5030203010.0,20107020.0,2437,5.004,113970,2020-03-01
2020,1,Entre Ríos,90368,9050403040.0,1030204050.0,18737,14.062,231846,2020-03-01
2020,1,Formosa,21068,80808070.0,10800000.0,14510,169.0,46434,2020-03-01
2020,1,Jujuy,32066,3080903080.0,30007080.0,942,16.641,91665,2020-03-01
2020,1,La Pampa,8553,5030705050.0,1030802010.0,11295,1.802,89226,2020-03-01
2020,1,La Rioja,13076,3040908040.0,0.0,251,29.0,48340,2020-03-01
2020,1,Mendoza,91955,50205010.0,2080005090.0,12465,722.0,183452,2020-03-01
2020,1,Misiones,51458,6090405020.0,10202000.0,460,10.962,133552,2020-03-01
2020,1,Neuquén,29305,6050905010.0,1010003010.0,14711,729.0,121727,2020-03-01
2020,1,Río Negro,47756,3080407090.0,1000308010.0,11222,18.362,126200,2020-03-01
2020,1,Salta,60426,7050509030.0,2030002050.0,4125,7.212,170381,2020-03-01
2020,1,San Juan,40092,60404080.0,50500080.0,7082,5.101,64231,2020-03-01
2020,1,San Luis,8301,70601020.0,50.0,58301,36.333,110552,2020-03-01
2020,1,Santa Cruz,12845,1050706060.0,10002060.0,6817,2.368,38822,2020-03-01
2020,1,Santa Fe,302366,308030607030.0,3050102030.0,30488,19.468,771118,2020-03-01
2020,1,Santiago Del Estero,24695,70402040.0,200000.0,2779,4.657,102755,2020-03-01
2020,1,Tierra Del Fuego,12854,2050603020.0,0.0,0,308.0,38794,2020-03-01
2020,1,Tucumán,143184,10409040.0,4040608070.0,1355,347.0,200067,2020-03-01
2019,4,Buenos Aires,720011,20109010607020.0,606090109040.0,87111,18.266,3686254,2019-12-01
2019,4,Capital Federal,196938,109030104030.0,3050503040.0,3914,28.576,1358105,2019-12-01
2019,4,Catamarca,22999,30301080.0,90500060.0,261,2.227,38311,2019-12-01
2019,4,Chaco,48661,50306020.0,80803010.0,5229,1.58,117903,2019-12-01
2019,4,Chubut,47045,2060907070.0,10302040.0,15267,5.489,96102,2019-12-01
2019,4,Córdoba,296872,40103080.0,5030303050.0,37750,8.693,806688,2019-12-01
2019,4,Corrientes,52525,5010804050.0,20000020.0,2458,5.004,113834,2019-12-01
2019,4,Entre Ríos,92981,90902060.0,1020807050.0,18561,15.407,239030,2019-12-01
2019,4,Formosa,21567,80608040.0,10706000.0,14531,169.0,46711,2019-12-01
2019,4,Jujuy,32949,30706040.0,807030.0,814,16.641,88881,2019-12-01
2019,4,La Pampa,15457,5060805040.0,40904020.0,11341,1.805,90399,2019-12-01
2019,4,La Rioja,13738,3040908040.0,0.0,251,29.0,49002,2019-12-01
2019,4,Mendoza,96678,4090701010.0,2040908090.0,13672,730.0,185780,2019-12-01
2019,4,Misiones,53116,6090607060.0,804070.0,441,11.733,135813,2019-12-01
2019,4,Neuquén,29826,609070.0,1000504090.0,14246,854.0,116445,2019-12-01
2019,4,Río Negro,49747,3070903030.0,90605080.0,11437,18.365,127140,2019-12-01
2019,4,Salta,63272,70606020.0,2010806050.0,3040,8.206,172445,2019-12-01
2019,4,San Juan,41360,60303080.0,40903010.0,7241,5.104,64974,2019-12-01
2019,4,San Luis,8569,802070.0,60.0,55266,36.333,108201,2019-12-01
2019,4,Santa Cruz,13264,1050809090.0,10003060.0,6800,2.371,39370,2019-12-01
2019,4,Santa Fe,312072,308020205040.0,2070406040.0,26978,20.401,769169,2019-12-01
2019,4,Santiago Del Estero,24682,7010203090.0,200000.0,2810,4.657,103588,2019-12-01
2019,4,Tierra Del Fuego,13261,2060802010.0,0.0,0,310.0,40392,2019-12-01
2019,4,Tucumán,146985,10101020.0,3090507040.0,725,348.0,198644,2019-12-01
2019,3,Buenos Aires,1277249,20104040905060.0,402050308060.0,85572,27.07,3960233,2019-09-01
2019,3,Capital Federal,300288,1080907030.0,2040900000.0,3895,31.155,1441211,2019-09-01
2019,3,Catamarca,24349,50504030.0,1030.0,244,2.251,32400,2019-09-01
2019,3,Chaco,50416,4090105060.0,80006030.0,5224,1.592,114451,2019-09-01
2019,3,Chubut,37298,207090.0,10901070.0,15149,7.551,89005,2019-09-01
2019,3,Córdoba,307780,309090203010.0,3000006040.0,37277,8.701,783053,2019-09-01
2019,3,Corrientes,53344,502030.0,10808080.0,2458,4.839,112759,2019-09-01
2019,3,Entre Ríos,94947,90603050.0,1020808080.0,18530,15.432,238102,2019-09-01
2019,3,Formosa,21777,80305090.0,10407060.0,14292,162.0,46066,2019-09-01
2019,3,Jujuy,33110,3050704020.0,207040.0,812,16.638,86576,2019-09-01
2019,3,La Pampa,19469,5020904010.0,40909040.0,11462,1.962,90828,2019-09-01
